cart_id,t,phase,target_x,x,x_dot,theta1_deg,theta2_deg,theta1_dot,theta2_dot,u
1,12.9900,swingup,-6.00,-1.3196,0.9873,128.10,-152.47,2.6999,2.3153,-26.3320
2,12.9900,swingup,6.00,3.3625,-2.7338,77.13,145.70,0.4423,-1.6868,-0.7332
1,13.0900,swingup,-6.00,-1.2260,0.6450,-164.97,-144.07,1.0503,0.8232,-24.2476
2,13.0900,swingup,6.00,3.1001,-2.3633,95.14,95.33,-1.0724,2.7888,3.0960
1,13.1900,swingup,-6.00,-1.2491,-0.8687,-103.00,-169.44,1.8932,-0.9585,-10.2935
2,13.1900,swingup,6.00,2.9043,-1.4481,124.35,47.69,-1.5196,-0.5863,9.4940
1,13.2900,swingup,-6.00,-1.3720,-1.5102,-64.07,-162.63,-0.3413,2.5332,-3.3767
2,13.2900,swingup,6.00,2.8046,-0.5630,154.74,15.38,-0.2118,1.9148,1.3374
1,13.3900,swingup,-6.00,-1.5435,-1.9814,-34.32,-144.72,-1.5937,-2.9917,-4.8775
2,13.3900,swingup,6.00,2.7390,-0.9330,-166.81,0.92,0.1710,-2.0267,-1.4187
1,13.4900,swingup,-6.00,-1.7597,-2.2913,-9.76,-126.81,-2.3272,2.9379,-0.4052
2,13.4900,swingup,6.00,2.6512,-0.6489,-135.17,-21.41,-1.2227,0.6023,6.2846
1,13.5900,swingup,-6.00,-1.9858,-2.1585,10.45,-112.29,-3.1030,2.1207,3.1572
2,13.5900,swingup,6.00,2.5957,-0.6724,-103.28,-67.07,0.2165,2.3908,-2.8572
1,13.6900,swingup,-6.00,-2.1486,-1.0045,21.10,-106.04,0.8653,0.0911,8.6002
2,13.6900,swingup,6.00,2.4855,-1.5256,-69.09,-129.74,-2.7352,3.0510,-5.6021
1,13.7900,swingup,-6.00,-2.2205,-0.4700,22.56,-112.36,-0.1095,-2.0423,3.3120
2,13.7900,swingup,6.00,2.3434,-1.3760,-68.05,178.61,-2.4754,3.1015,-4.1980
1,13.8900,swingup,-6.00,-2.2592,-0.3444,20.15,-130.36,-0.6581,2.2494,0.1856
2,13.8900,swingup,6.00,2.2153,-1.1384,-101.20,122.66,-1.8111,-2.8915,6.2367
1,13.9900,swingup,-6.00,-2.2991,-0.4983,15.41,-158.94,-0.8473,0.6803,-0.9587
2,13.9900,swingup,6.00,2.1367,-0.1621,-149.12,92.06,-1.2156,-1.4273,12.9750
1,14.0900,swingup,-6.00,-2.3520,-0.4612,13.08,169.95,0.0899,1.4452,4.4381
2,14.0900,swingup,6.00,2.1487,0.3354,171.95,106.24,-0.5618,-0.8566,5.4197
1,14.1900,swingup,-6.00,-2.3758,0.0818,16.36,149.37,0.8468,-2.5538,6.7579
2,14.1900,swingup,6.00,2.2305,1.4720,130.32,156.71,-0.0069,-3.0451,-7.6072
1,14.2900,swingup,-6.00,-2.3390,0.7076,21.91,141.68,1.0441,-0.3740,6.1113
2,14.2900,swingup,6.00,2.3346,0.7635,109.19,-168.33,-2.1034,-1.7103,1.2046
1,14.3900,swingup,-6.00,-2.2443,1.2191,28.93,146.03,1.4452,1.6720,5.1764
2,14.3900,swingup,6.00,2.4044,0.4706,105.50,-145.55,0.3730,-2.8816,-6.8427
1,14.4900,swingup,-6.00,-2.1021,1.6414,40.24,161.69,2.5590,-2.7415,3.7763
2,14.4900,swingup,6.00,2.4212,-0.2413,112.44,-131.67,1.7255,1.4714,-9.5468
1,14.5900,swingup,-6.00,-1.9512,0.9770,62.52,-177.78,-1.1299,2.7466,-9.3665
2,14.5900,swingup,6.00,2.3584,-1.1214,123.93,-131.78,2.1581,-1.3296,-10.6723
1,14.6900,swingup,-6.00,-1.8798,0.4746,97.49,-173.39,0.5436,-1.2393,-7.3073
2,14.6900,swingup,6.00,2.2021,-2.1641,137.69,-149.63,2.7057,1.5585,-15.0005
1,14.7900,swingup,-6.00,-1.8657,0.1057,147.32,154.42,-1.0254,2.6699,4.8663
2,14.7900,swingup,6.00,1.9919,-1.3919,165.67,171.93,1.3522,-2.0951,-8.9129
1,14.8900,swingup,-6.00,-1.8036,1.3953,-150.46,124.84,-2.3100,0.7414,12.0062
2,14.8900,swingup,6.00,1.8526,-0.8226,-156.79,136.06,-0.3518,2.9779,16.4370
1,14.9900,swingup,-6.00,-1.6694,0.5373,-98.86,160.86,0.4627,2.2828,-14.4845
2,14.9900,swingup,6.00,1.8277,0.3161,-122.07,137.79,-0.2318,-3.1018,11.0865
1,15.0900,swingup,-6.00,-1.6736,-0.5761,-78.01,-150.19,1.2693,1.9639,-6.8879
2,15.0900,swingup,6.00,1.8971,1.1298,-93.25,172.28,-2.7279,1.5158,7.0704
1,15.1900,swingup,-6.00,-1.7652,-1.3670,-84.51,-103.25,-2.9440,2.1908,-5.6465
2,15.1900,swingup,6.00,2.0277,1.4199,-89.94,-137.59,-2.0779,-2.9648,1.5666
1,15.2900,swingup,-6.00,-1.9296,-1.9335,-106.69,-55.89,2.5196,0.9328,-2.6726
2,15.2900,swingup,6.00,2.1481,0.7729,-116.94,-75.69,1.2456,-2.5965,-4.8535
1,15.3900,swingup,-6.00,-2.1430,-2.3865,-127.67,-21.11,2.4505,-0.9492,-3.7987
2,15.3900,swingup,6.00,2.1805,-0.3314,-141.51,-28.59,2.0535,1.2575,-12.8987
1,15.4900,swingup,-6.00,-2.3971,-2.6075,-153.97,3.12,0.9174,3.0465,3.9042
2,15.4900,swingup,6.00,2.0945,-1.3332,-169.59,12.62,0.6981,0.6005,-2.9177
1,15.5900,swingup,-6.00,-2.6383,-2.1802,174.39,16.39,1.2124,2.6816,0.5642
2,15.5900,swingup,6.00,1.9555,-1.3188,156.34,57.78,-0.0960,3.0420,5.0740
1,15.6900,swingup,-6.00,-2.8576,-2.2581,148.90,41.09,2.0761,-0.6098,-1.0815
2,15.6900,swingup,6.00,1.8825,0.4605,110.75,132.08,-1.9463,2.7268,4.6678
1,15.7900,swingup,-6.00,-3.0709,-1.7327,123.36,83.26,1.4757,2.5846,10.8084
2,15.7900,swingup,6.00,1.9441,0.4595,95.70,-162.13,0.9962,-2.3598,-6.9687
1,15.8900,swingup,-6.00,-3.1762,-0.1804,99.71,139.79,-2.2736,-3.0338,18.1102
2,15.8900,swingup,6.00,1.9644,0.0051,120.94,-105.14,0.5121,-3.0592,-8.4162
1,15.9900,swingup,-6.00,-3.1300,1.0763,105.80,-166.00,-2.2897,-3.0462,15.7268
2,15.9900,swingup,6.00,1.9234,-0.9133,162.07,-66.55,0.3987,-2.2050,-5.6528
1,16.0900,swingup,-6.00,-2.9856,1.2184,147.58,-121.08,2.3982,-1.9200,-19.8279
2,16.0900,swingup,6.00,1.8296,-0.7708,-163.03,-60.79,-0.4543,-1.4757,5.9597
1,16.1900,swingup,-6.00,-2.9361,-0.2465,-166.44,-126.55,1.5468,1.5665,-11.3138
2,16.1900,swingup,6.00,1.7698,-0.5477,-128.13,-86.85,0.3422,-0.8855,-0.5940
1,16.2900,swingup,-6.00,-3.0131,-0.9414,-125.04,-164.07,-0.5757,0.9240,16.5403
2,16.2900,swingup,6.00,1.6866,-1.0442,-91.73,-136.36,-1.7762,-1.2568,4.5585
1,16.3900,swingup,-6.00,-3.0424,0.4759,-101.06,-176.05,-3.0566,0.1025,12.7946
2,16.3900,swingup,6.00,1.5966,-0.6457,-80.29,-171.28,0.2231,0.8311,4.2317
1,16.4900,swingup,-6.00,-2.9766,0.8507,-89.02,-170.07,1.1576,1.5673,4.1649
2,16.4900,swingup,6.00,1.5458,-0.3652,-89.81,158.20,-3.1384,1.1216,4.2552
1,16.5900,swingup,-6.00,-2.8780,1.0965,-89.26,-159.20,-1.0280,2.0688,1.0887
2,16.5900,swingup,6.00,1.5168,-0.2809,-116.04,133.93,0.7205,-3.1212,1.9532
1,16.6900,swingup,-6.00,-2.7642,1.1417,-102.48,-145.26,2.8482,2.8901,-6.3181
2,16.6900,swingup,6.00,1.4954,-0.0203,-151.25,131.14,-0.1734,2.0921,8.0588
1,16.7900,swingup,-6.00,-2.6848,0.4071,-131.53,-125.78,-0.0914,-2.4720,1.4207
2,16.7900,swingup,6.00,1.5390,1.2970,168.67,165.37,-0.9488,2.7174,15.4723
1,16.8900,swingup,-6.00,-2.6499,0.2483,-167.29,-114.75,0.3580,-0.2018,-2.8946
2,16.8900,swingup,6.00,1.6793,0.7626,138.46,-155.69,2.0223,-2.2737,-19.0419
1,16.9900,swingup,-6.00,-2.6449,-0.2757,160.47,-132.47,1.0469,0.7374,-10.1866
2,16.9900,swingup,6.00,1.6932,-0.4332,115.91,-148.53,2.6526,-0.6554,-7.8159
1,17.0900,swingup,-6.00,-2.7233,-0.6923,139.66,176.70,-0.7631,1.4471,14.5268
2,17.0900,swingup,6.00,1.6541,0.0354,100.96,-156.50,-1.5018,-1.1578,6.6436
1,17.1900,swingup,-6.00,-2.7877,-0.8220,146.87,106.43,0.1895,1.6366,5.9512
2,17.1900,swingup,6.00,1.6774,0.3681,99.18,-161.84,0.6133,-0.8734,0.3229
1,17.2900,swingup,-6.00,-2.8159,0.4623,142.54,52.96,-1.1126,-2.4531,12.8831
2,17.2900,swingup,6.00,1.7097,0.1508,108.66,-169.28,2.4806,-1.9555,-7.3978
1,17.3900,swingup,-6.00,-2.7164,1.5644,133.58,0.87,-2.1117,2.7903,9.2887
2,17.3900,swingup,6.00,1.7246,0.6870,130.81,173.81,-0.8408,2.8279,7.5339
1,17.4900,swingup,-6.00,-2.5419,1.3604,115.29,-62.97,2.3276,0.7805,-10.8757
2,17.4900,swingup,6.00,1.7950,0.3445,170.25,144.29,0.2568,1.2765,-1.9047
1,17.5900,swingup,-6.00,-2.4485,0.7110,102.28,-126.60,0.2087,2.6235,-1.7757
2,17.5900,swingup,6.00,1.8514,0.9794,-156.48,132.69,-0.6801,0.4300,8.4917
1,17.6900,swingup,-6.00,-2.3860,0.7976,123.23,176.87,0.5658,1.6346,-5.4683
2,17.6900,swingup,6.00,1.9796,1.6530,-127.00,151.82,-1.8198,-0.6934,9.6549
1,17.7900,swingup,-6.00,-2.2644,2.4843,-179.45,104.88,-2.9364,-2.0362,27.6987
2,17.7900,swingup,6.00,2.1563,1.3557,-113.69,-166.46,0.0268,1.4147,-5.1252
1,17.8900,swingup,-6.00,-1.9451,3.1489,-118.40,96.03,-1.1748,-2.4882,-8.3462
2,17.8900,swingup,6.00,2.2804,0.7080,-129.20,-114.29,1.5791,-2.7115,-13.6215
1,17.9900,swingup,-6.00,-1.7102,1.2827,-54.61,135.92,-1.5912,2.0440,-16.5563
2,17.9900,swingup,6.00,2.2834,-0.7144,-156.21,-69.33,1.5171,-0.0340,-10.3584
1,18.0900,swingup,-6.00,-1.6614,-0.2174,13.33,-173.46,0.0892,2.4936,-7.4785
2,18.0900,swingup,6.00,2.1793,-1.1629,173.55,-45.15,0.5797,2.3396,2.8539
1,18.1900,swingup,-6.00,-1.6914,-0.3082,84.03,-140.78,-1.0192,1.5714,-8.9199
2,18.1900,swingup,6.00,2.0850,-0.6616,141.05,-42.52,0.9887,-0.4731,1.1504
1,18.2900,swingup,-6.00,-1.7140,-0.1637,151.82,-171.72,1.6881,0.1538,-30.2927
2,18.2900,swingup,6.00,2.0288,-0.5001,116.62,-44.25,2.9915,0.1003,-0.7770
1,18.3900,swingup,-6.00,-1.7654,-0.3515,-133.98,126.33,-2.5426,2.6121,13.1298
2,18.3900,swingup,6.00,2.0270,0.5180,105.35,-45.02,-0.9867,-0.4294,6.6403
1,18.4900,swingup,-6.00,-1.7993,-0.7787,-75.01,138.55,-2.1260,-0.5091,-8.7803
2,18.4900,swingup,6.00,2.0992,0.8665,105.97,-48.29,1.0133,-0.5667,-0.0010
1,18.5900,swingup,-6.00,-1.9345,-1.8926,-14.06,-174.92,-1.6873,-2.8579,-5.7932
2,18.5900,swingup,6.00,2.1798,0.5895,118.29,-49.23,3.0384,0.3248,-10.3413
1,18.6900,swingup,-6.00,-2.1389,-2.0241,49.19,-110.71,-1.6243,-0.3072,1.7576
2,18.6900,swingup,6.00,2.2692,1.3148,143.68,-46.57,-0.8141,0.3464,1.0812
1,18.7900,swingup,-6.00,-2.3153,-1.2769,107.96,-36.21,3.1186,0.7344,2.6977
2,18.7900,swingup,6.00,2.4092,1.4863,174.98,-53.09,-1.0909,-2.8003,1.8875
1,18.8900,swingup,-6.00,-2.4291,-0.6801,148.88,42.84,-1.5001,1.1657,22.6207
2,18.8900,swingup,6.00,2.5637,1.4996,-155.28,-82.33,-0.8199,-0.7952,-4.7765
1,18.9900,swingup,-6.00,-2.3929,0.9785,161.03,126.41,-1.6904,-1.6015,25.8993
2,18.9900,swingup,6.00,2.6634,0.1367,-121.06,-138.73,-0.8905,1.4843,-4.5762
1,19.0900,swingup,-6.00,-2.1796,2.7014,167.06,-134.92,0.3533,0.6237,-10.3544
2,19.0900,swingup,6.00,2.6382,-0.7415,-111.27,167.91,-1.1464,-2.4861,0.0580
1,19.1900,swingup,-6.00,-2.0158,0.3224,-147.49,-91.40,1.1987,-2.3040,-12.5250
2,19.1900,swingup,6.00,2.5513,-1.2557,-135.40,121.73,-0.3800,-0.9916,3.4661
1,19.2900,swingup,-6.00,-2.0288,-0.4788,-107.17,-84.92,0.4853,-0.7871,0.3290
2,19.2900,swingup,6.00,2.4555,-0.5106,-176.11,101.86,-0.5427,-0.1894,6.1429
1,19.3900,swingup,-6.00,-2.0872,-0.6541,-72.77,-93.42,-1.2323,-1.3087,0.7927
2,19.3900,swingup,6.00,2.4284,0.0846,144.58,120.89,-0.8498,-0.2010,5.8348
1,19.4900,swingup,-6.00,-2.1581,-0.7923,-50.09,-98.78,-3.0267,-0.8790,-1.6001
2,19.4900,swingup,6.00,2.4642,0.2563,110.16,156.80,1.9767,-1.7228,-13.0818
1,19.5900,swingup,-6.00,-2.2007,0.0237,-39.93,-102.44,0.6408,-0.6733,4.8680
2,19.5900,swingup,6.00,2.4616,-0.1366,94.71,173.39,-1.5815,2.2774,-2.8528
1,19.6900,swingup,-6.00,-2.1834,0.2464,-41.13,-109.65,-0.7772,-1.8370,-1.1264
2,19.6900,swingup,6.00,2.4356,-0.4149,92.49,-176.05,0.5593,1.5447,-2.8686
1,19.7900,swingup,-6.00,-2.1658,0.0326,-49.05,-124.70,-1.9129,3.0177,-4.8380
2,19.7900,swingup,6.00,2.3820,-0.7187,101.93,-169.88,2.4979,0.5096,-5.9734
1,19.8900,swingup,-6.00,-2.1854,-0.3538,-64.75,-147.35,2.5934,2.1071,9.5684
2,19.8900,swingup,6.00,2.3094,-0.2786,122.76,-171.50,-1.4584,-0.5783,9.0850
1,19.9900,swingup,-6.00,-2.1984,-0.0479,-95.40,-163.25,-0.2929,-1.3503,1.7470
2,19.9900,swingup,6.00,2.3014,-0.3498,160.13,173.16,1.4059,1.0351,-20.2841
1,20.0900,swingup,-6.00,-2.1958,-0.3098,-144.83,-151.37,1.4313,-1.1346,-15.0445
2,20.0900,swingup,6.00,2.2193,-0.7462,-162.73,147.09,-0.6941,-2.4187,11.4878
1,20.1900,swingup,-6.00,-2.2935,-1.7658,150.84,-144.91,2.1915,1.5761,-17.7892
2,20.1900,swingup,6.00,2.1903,0.2106,-132.34,150.63,-1.3181,3.0333,9.5852
1,20.2900,swingup,-6.00,-2.4547,-1.1558,112.60,157.43,-2.5536,-0.3804,20.0043
2,20.2900,swingup,6.00,2.2424,0.4555,-111.20,-178.66,2.0441,0.0702,-13.7053
1,20.3900,swingup,-6.00,-2.5069,-0.0955,118.86,76.35,0.8757,-0.3661,2.1370
2,20.3900,swingup,6.00,2.2503,-0.0918,-112.75,-141.06,-2.1267,1.0081,5.6393
1,20.4900,swingup,-6.00,-2.4794,0.7903,110.48,11.10,-3.0930,1.4072,8.3348
2,20.4900,swingup,6.00,2.2135,-1.1132,-135.73,-95.66,1.4391,0.9389,-10.9660
1,20.5900,swingup,-6.00,-2.3980,0.7978,80.95,-52.64,-0.3241,1.4096,-0.8398
2,20.5900,swingup,6.00,2.0522,-2.0495,-164.82,-65.80,0.8957,-2.8403,-2.1832
1,20.6900,swingup,-6.00,-2.3302,0.4095,37.55,-115.71,-1.6912,1.7714,-7.4090
2,20.6900,swingup,6.00,1.8498,-1.7919,162.27,-61.43,0.4218,-1.4669,5.8972
1,20.7900,swingup,-6.00,-2.3248,-0.3997,-8.08,-177.72,-1.6692,1.5470,-8.1514
2,20.7900,swingup,6.00,1.6989,-1.2496,131.23,-81.28,1.4032,1.5720,1.2080
1,20.8900,swingup,-6.00,-2.3955,-0.9967,-54.17,118.11,-1.8470,1.3880,-4.2343
2,20.8900,swingup,6.00,1.5815,-0.9313,109.70,-112.34,-2.4131,0.8321,18.9529
1,20.9900,swingup,-6.00,-2.5031,-1.0557,-101.52,54.12,-2.0665,1.1434,5.4893
2,20.9900,swingup,6.00,1.5438,0.0410,108.88,-137.10,1.3589,2.4784,2.6070
1,21.0900,swingup,-6.00,-2.5820,-0.4757,-143.83,-16.81,0.5952,-0.3691,-2.3829
2,21.0900,swingup,6.00,1.5468,0.3320,124.69,-162.04,-2.0304,1.5788,20.2057
1,21.1900,swingup,-6.00,-2.6544,-0.5362,-158.25,-91.19,1.2368,-1.4578,-9.9853
2,21.1900,swingup,6.00,1.6262,0.4960,163.65,160.19,1.8697,-2.8381,-23.7587
1,21.2900,swingup,-6.00,-2.7482,-0.5484,-136.29,173.52,2.1621,-2.0459,-15.1305
2,21.2900,swingup,6.00,1.6555,0.7235,-161.36,125.06,-0.8143,2.9134,11.4223
1,21.3900,swingup,-6.00,-2.7771,-0.1040,-151.93,107.66,0.4222,2.7578,1.3585
2,21.3900,swingup,6.00,1.7630,1.3406,-130.05,122.67,-0.9217,1.8325,3.8929
1,21.4900,swingup,-6.00,-2.7492,0.8328,169.61,69.77,-0.1122,2.4385,4.9448
2,21.4900,swingup,6.00,1.9033,1.4464,-103.55,144.36,-2.5716,-1.3459,0.4911
1,21.5900,swingup,-6.00,-2.6545,0.9553,136.02,64.53,0.7428,1.3306,-2.6275
2,21.5900,swingup,6.00,2.0245,0.8793,-92.51,171.68,0.4741,-1.9533,-5.0445
1,21.6900,swingup,-6.00,-2.5590,1.0300,104.88,85.38,0.8684,-0.9998,-0.3260
2,21.6900,swingup,6.00,2.0944,0.5373,-98.74,-165.34,-2.3361,-2.2883,-0.4213
1,21.7900,swingup,-6.00,-2.4404,1.3699,79.42,117.06,3.1061,-1.2029,2.8115
2,21.7900,swingup,6.00,2.1239,-0.2276,-122.33,-139.38,0.4994,-1.1590,-3.9142
1,21.8900,swingup,-6.00,-2.3159,1.0387,71.52,142.26,0.0085,-2.2217,-2.3922
2,21.8900,swingup,6.00,2.0895,-0.3723,-159.37,-112.84,0.2647,2.7422,-1.5792
1,21.9900,swingup,-6.00,-2.2173,0.9736,80.17,165.73,2.7385,-2.1845,-0.4761
2,21.9900,swingup,6.00,2.0365,-0.7159,167.43,-113.45,0.6282,-2.4644,-3.6076
1,22.0900,swingup,-6.00,-2.1331,0.6964,104.41,-176.47,-0.9224,1.8918,-2.9505
2,22.0900,swingup,6.00,1.9458,-1.2755,138.71,-143.78,2.1287,-1.2902,-12.1623
1,22.1900,swingup,-6.00,-2.0776,0.1129,142.76,178.35,1.5658,2.2122,-22.2763
2,22.1900,swingup,6.00,1.8395,-0.5622,133.20,163.78,2.1089,2.2900,-9.1808
1,22.2900,swingup,-6.00,-2.1597,-1.4316,-175.27,143.18,-0.4795,1.4907,8.5912
2,22.2900,swingup,6.00,1.8526,1.2341,159.70,102.47,-1.3415,-2.5430,16.9041
1,22.3900,swingup,-6.00,-2.2575,-0.4295,-143.62,133.55,-0.7889,0.8455,10.0322
2,22.3900,swingup,6.00,2.0459,2.5119,-171.36,65.68,-0.9516,1.7187,3.5927
1,22.4900,swingup,-6.00,-2.2652,0.3613,-114.63,154.99,-1.9451,-0.3545,10.6348
2,22.4900,swingup,6.00,2.2951,2.3082,-140.24,51.43,-1.0507,-1.1858,-2.4551
1,22.5900,swingup,-6.00,-2.2118,0.4676,-102.31,-162.66,-0.0204,1.7099,1.8591
2,22.5900,swingup,6.00,2.5078,1.9378,-115.98,45.70,-3.0418,-1.2048,-2.4426
1,22.6900,swingup,-6.00,-2.1624,0.1857,-119.55,-107.22,1.2022,-1.9023,-3.2844
2,22.6900,swingup,6.00,2.6407,0.6089,-104.90,41.57,0.9773,-0.1627,-11.1360
1,22.7900,swingup,-6.00,-2.1851,-0.7914,-144.93,-58.75,2.1605,0.7037,-10.5223
2,22.7900,swingup,6.00,2.6626,-0.1669,-105.33,43.67,-0.9418,0.6849,-5.4626
1,22.8900,swingup,-6.00,-2.3063,-1.5362,-171.25,-25.98,1.1729,-1.7741,-0.0604
2,22.8900,swingup,6.00,2.6290,-0.4304,-117.32,47.33,-3.0673,0.3875,2.9862
1,22.9900,swingup,-6.00,-2.4504,-1.2893,158.75,-6.80,1.3963,-3.1028,0.8755
2,22.9900,swingup,6.00,2.5300,-1.6833,-144.44,49.53,0.2652,0.5841,-4.4628
1,23.0900,swingup,-6.00,-2.5791,-1.3611,135.38,18.19,2.6505,-0.8714,-2.2476
2,23.0900,swingup,6.00,2.3415,-2.0603,-179.49,64.02,0.2724,-1.6850,-2.2029
1,23.1900,swingup,-6.00,-2.7141,-1.1974,114.48,56.00,2.4384,1.3268,4.9774
2,23.1900,swingup,6.00,2.1406,-1.5977,142.61,108.26,-1.2699,-1.7497,13.5660
1,23.2900,swingup,-6.00,-2.7934,-0.1708,91.19,107.14,2.7110,3.1283,8.9873
2,23.2900,swingup,6.00,2.0545,-0.6708,108.89,172.96,-2.7350,2.5712,8.5745
1,23.3900,swingup,-6.00,-2.7685,0.6481,85.27,156.79,1.1775,2.1119,6.4408
2,23.3900,swingup,6.00,2.0014,-0.6882,110.91,-139.50,2.5492,1.5163,-9.8572
1,23.4900,swingup,-6.00,-2.6785,1.1853,108.88,-156.27,0.2408,1.2359,0.7422
2,23.4900,swingup,6.00,1.9446,-0.3045,139.55,-97.40,0.4621,0.1905,-3.8464
1,23.5900,swingup,-6.00,-2.5789,0.3173,154.52,-136.00,1.8772,-0.7865,-20.9476
2,23.5900,swingup,6.00,1.9004,-0.5540,178.31,-78.93,0.1885,0.4144,0.5791
1,23.6900,swingup,-6.00,-2.6326,-1.6004,-159.69,-167.83,1.2082,-1.8032,-7.3459
2,23.6900,swingup,6.00,1.8490,-0.5445,-144.40,-95.67,0.5466,0.5874,-2.1832
1,23.7900,swingup,-6.00,-2.7738,-0.6236,-127.49,163.74,-1.4849,-1.9637,19.3740
2,23.7900,swingup,6.00,1.7616,-1.1686,-105.39,-140.72,-0.8995,-1.0629,8.1292
1,23.8900,swingup,-6.00,-2.7716,0.6305,-103.11,169.49,-2.6672,2.9906,8.5902
2,23.8900,swingup,6.00,1.6663,-0.7058,-88.39,-170.81,1.3983,2.0116,5.8674
1,23.9900,swingup,-6.00,-2.6968,0.7532,-90.34,-168.19,0.9859,-2.1078,0.3518
2,23.9900,swingup,6.00,1.6190,-0.2069,-89.14,167.90,-1.3003,2.9468,5.0410
1,24.0900,swingup,-6.00,-2.6220,0.7260,-93.70,-143.26,-1.8962,-1.7115,0.4360
2,24.0900,swingup,6.00,1.6216,0.3949,-103.33,153.34,3.0187,-1.5410,-3.0514
1,24.1900,swingup,-6.00,-2.5604,0.2489,-114.77,-113.10,1.1784,-0.5804,-5.2335
2,24.1900,swingup,6.00,1.6404,-0.0777,-128.80,148.72,0.8563,0.1905,-1.3666
1,24.2900,swingup,-6.00,-2.5672,-0.3786,-147.07,-87.79,0.5474,2.6729,-2.8223
2,24.2900,swingup,6.00,1.6396,0.4639,-166.32,166.58,-1.1360,-0.0158,20.5388
1,24.3900,swingup,-6.00,-2.6175,-0.5451,179.07,-88.13,0.3240,-2.4663,0.8377
2,24.3900,swingup,6.00,1.7499,1.1048,156.99,-153.72,1.1318,-1.3336,-16.1446
1,24.4900,swingup,-6.00,-2.6740,-0.7460,147.66,-118.50,1.4635,-1.1870,-9.1526
2,24.4900,swingup,6.00,1.7986,-0.1493,129.05,-143.37,1.5508,-0.5728,-10.2391
1,24.5900,swingup,-6.00,-2.7732,-0.5925,133.86,-173.63,0.9046,1.9289,-0.8120
2,24.5900,swingup,6.00,1.7540,-0.7114,105.51,-159.35,2.9790,2.0716,-4.0963
1,24.6900,swingup,-6.00,-2.8101,0.4753,158.97,113.54,-1.1944,1.0310,19.1829
2,24.6900,swingup,6.00,1.7085,-0.1776,96.06,176.89,-0.3395,2.3328,2.9666
1,24.7900,swingup,-6.00,-2.6667,2.4330,-174.35,63.05,-1.4708,-0.9284,11.7034
2,24.7900,swingup,6.00,1.7002,-0.0235,102.80,153.87,2.4582,1.9573,-1.8225
1,24.8900,swingup,-6.00,-2.3937,2.8350,-145.77,29.56,-1.4737,1.0648,0.4244
2,24.8900,swingup,6.00,1.7235,0.8449,127.82,124.93,-0.3000,0.8396,4.9679
1,24.9900,swingup,-6.00,-2.1154,2.6709,-122.38,-3.27,-2.6680,0.0906,-3.7613
2,24.9900,swingup,6.00,1.8353,1.3899,163.54,103.82,-0.1749,-1.5168,3.7709
1,25.0900,swingup,-6.00,-1.8751,1.9589,-102.95,-40.53,-3.0189,-0.4403,-9.9351
2,25.0900,swingup,6.00,1.9915,1.7407,-161.69,112.53,-0.3750,-2.2166,4.7835
1,25.1900,swingup,-6.00,-1.7305,0.7917,-85.57,-80.80,2.6885,-0.9616,-8.8574
2,25.1900,swingup,6.00,2.1941,2.5764,-133.21,153.31,-2.6022,-2.9208,16.3933
1,25.2900,swingup,-6.00,-1.6883,0.0560,-77.47,-121.48,0.0687,-0.6274,-5.8736
2,25.2900,swingup,6.00,2.4378,1.9725,-136.29,-138.31,1.9617,1.4747,-24.0249
1,25.3900,swingup,-6.00,-1.7106,-0.5222,-88.41,-161.15,2.5847,-0.5169,-2.1424
2,25.3900,swingup,6.00,2.5225,-0.4847,-162.15,-70.88,2.2093,-2.6973,-21.9599
1,25.4900,swingup,-6.00,-1.7809,-0.8386,-122.82,167.89,-1.4697,2.9422,8.1372
2,25.4900,swingup,6.00,2.3869,-2.2042,173.49,-18.05,1.7446,2.7212,-9.4775
1,25.5900,swingup,-6.00,-1.8043,1.0203,-173.49,179.51,-2.7933,0.0969,30.2122
2,25.5900,swingup,6.00,2.1455,-2.3420,144.29,34.55,0.6697,-2.9280,7.4661
1,25.6900,swingup,-6.00,-1.6509,1.1866,146.65,-154.15,0.2407,1.7393,-17.8183
2,25.6900,swingup,6.00,1.9706,-0.6237,104.48,102.76,-2.0056,2.0544,15.4650
1,25.7900,swingup,-6.00,-1.5991,-0.2444,113.85,-165.79,1.0994,1.2797,-15.9914
2,25.7900,swingup,6.00,1.9912,0.7372,81.41,174.62,-0.1085,-1.0267,5.9786
1,25.8900,swingup,-6.00,-1.6733,-1.0637,96.46,149.99,-0.6490,-2.9998,-4.9230
2,25.8900,swingup,6.00,2.0844,1.0459,109.43,-111.71,2.6976,0.9976,-5.9028
1,25.9900,swingup,-6.00,-1.7836,-0.8271,111.15,86.31,-2.3060,1.0788,4.1519
2,25.9900,swingup,6.00,2.2229,1.6348,177.17,-50.29,-0.3884,-0.3534,1.8459
1,26.0900,swingup,-6.00,-1.8518,-0.9338,124.43,34.36,0.9742,-1.1112,-4.7459
2,26.0900,swingup,6.00,2.4080,2.0137,-119.85,-61.46,-1.6119,-1.6982,-0.7905
1,26.1900,swingup,-6.00,-1.9535,-1.0141,127.11,-5.11,0.2645,-0.5582,1.6548
2,26.1900,swingup,6.00,2.5313,0.1829,-54.75,-124.70,2.6950,-2.2204,4.0677
1,26.2900,swingup,-6.00,-2.0482,-0.8747,128.63,-46.89,0.4397,-1.3856,1.6998
