cart_id,t,phase,target_x,x,x_dot,theta1_deg,theta2_deg,theta1_dot,theta2_dot,u
1,13.2900,swingup,-6.00,-1.7830,0.4754,-91.62,-126.86,0.2167,-0.6999,-6.1815
2,13.2900,swingup,6.00,2.3954,-0.8624,-135.05,-137.89,0.8281,3.0690,-4.0513
1,13.3900,swingup,-6.00,-1.7793,-0.4049,-102.60,-55.30,-1.3917,-1.2977,-1.7912
2,13.3900,swingup,6.00,2.3104,-0.5365,-109.24,-178.12,2.6092,1.3424,-5.9192
1,13.4900,swingup,-6.00,-1.8379,-0.7942,-100.22,3.03,1.7364,-2.5045,-3.7600
2,13.4900,swingup,6.00,2.2470,-0.5524,-104.17,155.91,-0.3688,2.1659,5.0168
1,13.5900,swingup,-6.00,-1.9252,-0.8816,-79.97,66.36,-1.1872,-0.3993,-1.8943
2,13.5900,swingup,6.00,2.2170,0.0941,-112.62,137.35,-2.1525,-2.2832,10.5130
1,13.6900,swingup,-6.00,-2.0016,-0.5234,-44.48,143.96,-0.3013,1.4640,-1.4972
2,13.6900,swingup,6.00,2.2722,1.1604,-126.35,134.26,-2.4393,1.0219,13.1258
1,13.7900,swingup,-6.00,-2.0529,-0.3440,-29.19,-148.79,-0.5889,-2.9353,-0.9915
2,13.7900,swingup,6.00,2.4410,2.3639,-140.86,151.64,-2.7541,-1.5144,15.8836
1,13.8900,swingup,-6.00,-2.0915,-0.1871,-48.48,-99.53,0.4070,2.8505,4.9031
2,13.8900,swingup,6.00,2.6713,1.5832,-169.19,-169.22,-1.2989,2.0670,6.7972
1,13.9900,swingup,-6.00,-2.1263,-0.5899,-94.12,-39.26,-0.9799,2.2811,7.5244
2,13.9900,swingup,6.00,2.8159,0.7919,153.76,-136.67,0.2796,2.6679,-16.1155
1,14.0900,swingup,-6.00,-2.1669,-0.1317,-131.95,-10.62,-0.6246,2.3105,9.8213
2,14.0900,swingup,6.00,2.8398,-0.3157,118.96,-142.17,0.3280,2.4545,-11.4371
1,14.1900,swingup,-6.00,-2.1299,1.2240,-176.77,-21.13,-1.7289,1.2043,17.3381
2,14.1900,swingup,6.00,2.7689,-1.1435,92.31,-179.67,-2.9213,-1.9045,-4.0540
1,14.2900,swingup,-6.00,-1.9546,2.0104,142.28,-61.75,-0.2526,-1.9703,-4.3115
2,14.2900,swingup,6.00,2.6421,-1.3202,93.75,127.59,3.0650,2.1941,-2.3101
1,14.3900,swingup,-6.00,-1.7807,1.2079,110.24,-115.24,1.8647,2.4367,-13.9817
2,14.3900,swingup,6.00,2.5427,-0.4998,121.54,65.56,-1.8731,-3.0073,7.3424
1,14.4900,swingup,-6.00,-1.6984,0.4881,102.82,-174.44,1.7018,2.0233,-10.2674
2,14.4900,swingup,6.00,2.5426,0.6859,144.18,18.57,-2.3085,-1.6295,12.9297
1,14.5900,swingup,-6.00,-1.6566,0.2691,137.76,109.97,1.6438,-1.7127,-19.9657
2,14.5900,swingup,6.00,2.6621,1.6325,170.42,-27.25,-1.0265,-1.7709,1.9122
1,14.6900,swingup,-6.00,-1.6152,1.0791,165.67,52.91,-2.0726,-2.1162,14.2905
2,14.6900,swingup,6.00,2.8170,1.1483,-155.34,-80.44,0.4933,1.5267,-14.4837
1,14.7900,swingup,-6.00,-1.4551,1.9988,-168.43,8.75,-1.5266,-1.0559,2.3753
2,14.7900,swingup,6.00,2.8244,-1.1231,-113.70,-162.06,-1.8855,-0.7783,9.0441
1,14.8900,swingup,-6.00,-1.2558,1.8227,-140.99,-36.14,-1.3461,-2.2227,-6.7392
2,14.8900,swingup,6.00,2.7173,-0.9725,-116.74,134.01,2.3389,2.0325,-8.5046
1,14.9900,swingup,-6.00,-1.1239,0.4200,-108.16,-94.87,0.3238,0.2971,-15.5192
2,14.9900,swingup,6.00,2.6238,-0.3843,-155.32,81.52,-1.0657,-0.3287,15.5533
1,15.0900,swingup,-6.00,-1.1666,-1.1306,-85.59,-160.82,0.7491,2.0575,-7.8731
2,15.0900,swingup,6.00,2.6247,0.1699,167.72,63.53,0.3772,-0.5483,-2.7298
1,15.1900,swingup,-6.00,-1.3108,-1.7627,-105.26,135.74,-0.7457,1.1224,-1.6844
2,15.1900,swingup,6.00,2.6297,-0.0610,134.63,77.18,0.3893,-1.5440,-1.9783
1,15.2900,swingup,-6.00,-1.5012,-2.5727,-162.20,87.26,0.8035,1.8315,-7.2767
2,15.2900,swingup,6.00,2.6371,0.3369,98.94,118.16,0.5831,1.5675,-3.1870
1,15.3900,swingup,-6.00,-1.7745,-2.2898,126.80,111.40,-1.1792,-1.0059,14.0505
2,15.3900,swingup,6.00,2.6686,0.1152,80.60,153.17,-1.3668,-1.2220,-6.5805
1,15.4900,swingup,-6.00,-1.9083,-0.8607,68.38,161.97,-1.0157,-1.0521,-0.0098
2,15.4900,swingup,6.00,2.6584,-0.2886,83.11,179.55,1.8212,-1.8694,-2.2913
1,15.5900,swingup,-6.00,-1.9813,-0.5090,32.22,-176.23,0.3649,-3.1076,4.2452
2,15.5900,swingup,6.00,2.6196,-0.4549,102.22,-158.17,-1.8147,-3.0773,0.2510
1,15.6900,swingup,-6.00,-2.0128,-0.1216,-1.96,-159.06,0.2084,3.0793,2.3724
2,15.6900,swingup,6.00,2.5813,-0.3606,134.51,-149.29,0.2065,-0.3884,-5.7097
1,15.7900,swingup,-6.00,-2.0187,-0.0658,-38.58,-137.15,-0.5579,-1.6029,-1.7235
2,15.7900,swingup,6.00,2.5071,-1.6061,176.68,-174.34,1.5725,-1.5617,-22.4074
1,15.8900,swingup,-6.00,-2.0475,-0.6489,-87.53,-97.25,1.6657,-2.6989,1.9061
2,15.8900,swingup,6.00,2.3130,-1.4911,-148.40,149.81,-1.1060,2.7352,17.4697
1,15.9900,swingup,-6.00,-2.1703,-1.9725,-148.42,-59.50,2.1373,2.1219,-11.0295
2,15.9900,swingup,6.00,2.2245,-0.3002,-119.68,147.68,-1.4882,1.9994,9.2464
1,16.0900,swingup,-6.00,-2.3914,-1.9639,144.27,-90.04,0.9318,0.9440,1.6815
2,16.0900,swingup,6.00,2.2195,0.0531,-97.79,170.18,2.6645,-1.4342,-6.4060
1,16.1900,swingup,-6.00,-2.5576,-1.1119,105.96,-172.25,-1.0791,-1.9332,13.6550
2,16.1900,swingup,6.00,2.2046,-0.3278,-92.43,-162.95,-0.4270,-1.7056,-2.5867
1,16.2900,swingup,-6.00,-2.6119,0.1696,135.77,94.57,0.4502,-3.1327,2.6897
2,16.2900,swingup,6.00,2.1636,-0.5341,-104.54,-135.05,2.6894,-0.8891,-8.7776
1,16.3900,swingup,-6.00,-2.5177,1.3456,156.21,20.49,1.0325,-0.2220,-9.6293
2,16.3900,swingup,6.00,2.0695,-1.3106,-134.38,-102.86,0.4585,-1.3517,-0.5887
1,16.4900,swingup,-6.00,-2.3817,1.4944,151.78,-61.31,0.4258,-1.2322,-8.4210
2,16.4900,swingup,6.00,1.9243,-1.5834,-166.72,-88.99,0.6470,0.2802,-0.2002
1,16.5900,swingup,-6.00,-2.3111,0.3622,171.41,-139.32,1.1751,-2.9531,-19.7599
2,16.5900,swingup,6.00,1.7664,-1.5741,161.79,-103.20,1.0903,1.6111,-2.4636
1,16.6900,swingup,-6.00,-2.2862,0.4251,-143.69,126.13,-2.9822,0.2861,24.4141
2,16.6900,swingup,6.00,1.5900,-2.1768,137.74,-143.69,-2.9829,-2.7184,42.4243
1,16.7900,swingup,-6.00,-2.2520,0.4354,-151.53,52.78,1.5249,-1.4968,-20.5022
2,16.7900,swingup,6.00,1.4630,-0.6561,145.82,162.24,-1.6288,1.5158,32.6891
1,16.8900,swingup,-6.00,-2.2258,0.2793,169.41,-33.28,0.1027,-2.1371,-7.7119
2,16.8900,swingup,6.00,1.4876,1.1601,179.89,107.56,-0.7541,-0.4968,17.1042
1,16.9900,swingup,-6.00,-2.2683,-0.8131,148.06,-111.97,-0.3162,-0.5035,2.9752
2,16.9900,swingup,6.00,1.6588,2.0456,-146.42,86.13,-0.1059,-1.2904,1.5526
1,17.0900,swingup,-6.00,-2.3766,-1.5974,176.18,155.73,1.7190,-0.4876,-20.0500
2,17.0900,swingup,6.00,1.8538,1.7687,-111.32,92.60,-0.4506,2.6484,-1.2075
1,17.1900,swingup,-6.00,-2.4659,-0.3975,-166.42,77.82,-0.1562,0.6217,6.3664
2,17.1900,swingup,6.00,2.0127,1.3279,-82.98,111.89,-2.1921,-2.6884,-6.6695
1,17.2900,swingup,-6.00,-2.4302,1.5469,-176.58,2.97,-1.9365,-1.6835,17.7190
2,17.2900,swingup,6.00,2.1203,0.9738,-65.95,131.33,2.0352,-3.0303,-0.2432
1,17.3900,swingup,-6.00,-2.2591,1.0037,-173.39,-70.23,2.0238,0.9165,-25.0714
2,17.3900,swingup,6.00,2.2173,0.8914,-61.25,147.79,-0.1676,2.4098,-5.0413
1,17.4900,swingup,-6.00,-2.2782,-0.7906,-154.83,-146.93,-0.1739,2.2023,7.6001
2,17.4900,swingup,6.00,2.2828,0.2766,-68.55,156.51,-2.1341,0.7392,-9.4140
1,17.5900,swingup,-6.00,-2.3546,-0.5982,-141.69,134.90,-1.6920,1.6870,23.3821
2,17.5900,swingup,6.00,2.2794,-0.1880,-86.46,157.60,2.3761,0.3086,-1.2496
1,17.6900,swingup,-6.00,-2.3014,1.8563,-155.26,87.22,-2.0773,-0.3317,18.4602
2,17.6900,swingup,6.00,2.2441,-0.6164,-114.74,163.70,0.3907,2.0075,-2.0150
1,17.7900,swingup,-6.00,-2.0572,2.8910,-165.00,55.85,-1.5675,1.5321,4.1120
2,17.7900,swingup,6.00,2.1923,0.2377,-158.13,-165.34,-2.6351,3.0048,35.9559
1,17.8900,swingup,-6.00,-1.7581,3.0206,-174.19,32.68,-1.6585,2.8016,-1.0997
2,17.8900,swingup,6.00,2.2784,0.6497,164.83,-124.65,0.9210,-2.0122,-12.4030
1,17.9900,swingup,-6.00,-1.4622,2.8487,176.22,16.63,-1.6599,-2.2439,-3.5125
2,17.9900,swingup,6.00,2.3044,-0.0258,134.03,-116.97,0.9454,-0.8973,-3.4080
1,18.0900,swingup,-6.00,-1.1960,2.3854,166.53,7.91,-1.7124,-0.8895,-6.5710
2,18.0900,swingup,6.00,2.2995,-0.0255,106.68,-133.51,2.2426,2.1988,0.5794
1,18.1900,swingup,-6.00,-0.9879,1.6582,156.80,8.29,-1.6686,0.9463,-9.5342
2,18.1900,swingup,6.00,2.3174,0.5811,92.38,-157.22,-1.1130,2.6369,7.2508
1,18.2900,swingup,-6.00,-0.8634,0.7214,147.38,21.16,-1.6681,-2.9156,-8.9864
2,18.2900,swingup,6.00,2.4017,1.1119,94.40,-174.45,1.4707,-2.6113,3.5983
1,18.3900,swingup,-6.00,-0.8246,0.0501,136.89,47.88,-2.0894,-0.5660,-4.9852
2,18.3900,swingup,6.00,2.5205,1.3911,110.38,169.15,-2.3101,3.0830,11.2805
1,18.4900,swingup,-6.00,-0.8329,-0.5763,120.15,90.36,1.8397,-2.8715,-24.3896
2,18.4900,swingup,6.00,2.6983,1.8747,144.35,144.56,1.1261,0.5506,-15.1838
1,18.5900,swingup,-6.00,-0.9325,-1.3287,95.75,149.87,-1.8320,2.2639,-7.5191
2,18.5900,swingup,6.00,2.8578,1.6129,-179.67,123.31,-0.7168,-1.4271,5.0439
1,18.6900,swingup,-6.00,-1.0919,-1.9393,101.14,-169.53,2.8759,-0.1858,-8.6517
2,18.6900,swingup,6.00,3.0393,2.0219,-149.41,130.75,-1.3709,-2.8172,4.4939
1,18.7900,swingup,-6.00,-1.2710,-1.5161,129.25,-139.55,0.1617,-2.2461,-0.7430
2,18.7900,swingup,6.00,3.2619,2.1003,-127.97,163.64,2.0229,0.6517,-32.5408
1,18.8900,swingup,-6.00,-1.4361,-2.0574,170.70,-137.31,1.3010,-3.0501,-12.0704
2,18.8900,swingup,6.00,3.3883,0.9514,-133.72,-157.51,-2.9895,1.4520,10.7404
1,18.9900,swingup,-6.00,-1.7013,-3.1755,-145.88,-173.04,0.2663,-0.1524,11.2710
2,18.9900,swingup,6.00,3.3830,-1.1027,-165.30,-114.59,0.0822,-0.5664,-12.4099
1,19.0900,swingup,-6.00,-1.9531,-1.5324,-115.65,171.75,-1.6190,0.3739,19.9922
2,19.0900,swingup,6.00,3.2239,-1.9712,158.00,-100.69,-0.3615,-0.3720,-3.6299
1,19.1900,swingup,-6.00,-2.0406,-0.3035,-94.56,-170.13,2.5387,-1.4565,4.6086
2,19.1900,swingup,6.00,3.0197,-2.1406,120.47,-121.73,0.1288,0.1838,-5.6775
1,19.2900,swingup,-6.00,-2.0527,0.0738,-91.15,-137.19,-1.1271,0.1998,3.5259
2,19.2900,swingup,6.00,2.7856,-2.5206,95.24,-167.11,-2.3354,-2.4300,2.2139
1,19.3900,swingup,-6.00,-2.0444,-0.1412,-109.95,-93.99,1.7137,1.5926,-3.5181
2,19.3900,swingup,6.00,2.5418,-2.3352,100.05,141.63,-2.7508,2.8430,8.3208
1,19.4900,swingup,-6.00,-2.0938,-0.9563,-136.33,-57.72,1.5215,-1.2190,-7.1995
2,19.4900,swingup,6.00,2.3578,-1.3138,133.25,82.60,-0.6082,-2.4284,6.8546
1,19.5900,swingup,-6.00,-2.2159,-1.3290,-167.76,-39.82,0.1201,1.0784,4.8429
2,19.5900,swingup,6.00,2.2732,-0.3408,164.63,45.86,-0.4342,1.5766,3.8397
1,19.6900,swingup,-6.00,-2.3173,-0.5609,155.28,-50.51,-0.0395,2.3788,5.1297
2,19.6900,swingup,6.00,2.2384,-0.6014,-158.08,33.90,0.4244,-0.1717,-4.2395
1,19.7900,swingup,-6.00,-2.3540,-0.2777,122.44,-81.01,1.1362,0.0796,-2.4536
2,19.7900,swingup,6.00,2.1626,-0.7438,-124.16,34.07,-1.2640,-0.6228,7.2396
1,19.8900,swingup,-6.00,-2.3889,-0.3520,99.91,-119.40,-2.5636,-0.4103,8.0415
2,19.8900,swingup,6.00,2.1091,-0.4191,-102.87,22.23,2.7458,-2.8680,-2.0233
1,19.9900,swingup,-6.00,-2.4041,-0.0093,97.71,-153.03,1.2624,0.8756,0.8050
2,19.9900,swingup,6.00,2.0624,-0.4601,-92.37,4.43,1.1434,3.0011,1.2120
1,20.0900,swingup,-6.00,-2.4018,0.3535,115.96,174.05,-1.2826,0.1137,7.9088
2,20.0900,swingup,6.00,2.0220,-0.3295,-90.17,-15.50,-0.2098,2.6336,1.6608
1,20.1900,swingup,-6.00,-2.3581,0.0151,157.58,126.62,0.7876,-1.8660,-9.0551
2,20.1900,swingup,6.00,1.9958,-0.1709,-94.99,-38.43,-1.2944,1.8839,2.6054
1,20.2900,swingup,-6.00,-2.3415,0.5454,-168.90,100.24,-0.5159,-2.1220,5.5417
2,20.2900,swingup,6.00,1.9879,0.0467,-103.96,-68.54,-1.6246,0.1474,4.5043
1,20.3900,swingup,-6.00,-2.2750,0.6970,-135.22,104.80,-0.4832,3.0508,1.3833
2,20.3900,swingup,6.00,2.0030,0.2647,-112.51,-110.88,-1.5746,-1.8949,6.9467
1,20.4900,swingup,-6.00,-2.2035,0.7895,-106.25,133.76,-2.1821,0.0000,2.7324
2,20.4900,swingup,6.00,2.0449,0.1404,-129.63,-153.86,1.4853,-0.4162,-11.0390
1,20.5900,swingup,-6.00,-2.1350,0.4363,-94.68,169.84,0.2101,-0.3839,-3.6588
2,20.5900,swingup,6.00,2.0487,0.5779,-169.03,-179.01,-1.2118,-2.2275,17.9294
1,20.6900,swingup,-6.00,-2.1010,0.2123,-105.20,-155.97,2.7036,0.1359,-9.7442
2,20.6900,swingup,6.00,2.1526,1.1591,153.29,169.67,0.4086,-2.6924,-8.2254
1,20.7900,swingup,-6.00,-2.1193,-0.4198,-138.79,-113.77,-0.4623,0.9838,5.3844
2,20.7900,swingup,6.00,2.2307,0.1822,125.15,142.76,2.3376,-0.1840,-17.3119
1,20.8900,swingup,-6.00,-2.1722,-0.7592,-172.77,-89.97,0.4646,1.8088,-2.8271
2,20.8900,swingup,6.00,2.2324,0.3385,111.09,99.37,-1.3527,-1.3936,2.6401
1,20.9900,swingup,-6.00,-2.2534,-0.7823,153.36,-96.43,0.4698,2.7985,-0.2676
2,20.9900,swingup,6.00,2.2804,0.5442,104.53,60.50,-1.1547,0.3572,-2.0068
1,21.0900,swingup,-6.00,-2.3349,-0.9822,124.36,-129.74,2.1892,-1.1551,-6.9641
2,21.0900,swingup,6.00,2.3277,0.3335,98.48,31.98,-0.8613,2.0114,-4.2501
1,21.1900,swingup,-6.00,-2.4124,-0.2891,116.53,-174.17,1.1023,-1.3241,0.1761
2,21.1900,swingup,6.00,2.3437,-0.0656,96.47,11.58,0.1622,-3.0296,-4.7037
1,21.2900,swingup,-6.00,-2.4305,0.4082,140.59,132.16,0.5408,1.9549,-1.5345
2,21.2900,swingup,6.00,2.3188,-0.4734,102.04,-2.29,1.6941,-1.8770,-4.9102
1,21.3900,swingup,-6.00,-2.3575,1.2864,174.10,89.15,-0.7676,1.2400,8.8147
2,21.3900,swingup,6.00,2.2521,-0.7033,117.71,-7.48,-2.5720,-0.1917,7.7559
1,21.4900,swingup,-6.00,-2.2060,1.5479,-152.50,76.14,-0.2514,0.0295,-2.0255
2,21.4900,swingup,6.00,2.2158,-0.1100,148.60,-2.56,0.5566,2.3775,-4.9036
1,21.5900,swingup,-6.00,-2.0700,1.1344,-119.24,89.01,-0.8935,-2.6464,-1.4343
2,21.5900,swingup,6.00,2.1753,-0.8936,-168.78,25.07,0.9730,0.0891,-5.7345
1,21.6900,swingup,-6.00,-1.9709,0.7932,-94.17,113.96,-2.9340,-1.7186,-5.3646
2,21.6900,swingup,6.00,2.0724,-0.9769,-130.22,67.44,0.0375,1.8500,6.8681
1,21.7900,swingup,-6.00,-1.9175,0.2451,-83.97,136.93,0.5016,-2.8547,-6.3144
2,21.7900,swingup,6.00,2.0047,-0.2234,-99.65,118.46,-2.2068,3.0847,9.0043
1,21.8900,swingup,-6.00,-1.9174,-0.2988,-89.45,152.08,-2.0760,2.1095,-4.9615
2,21.8900,swingup,6.00,2.0126,0.3565,-92.45,170.80,-1.2858,2.6302,4.4564
1,21.9900,swingup,-6.00,-1.9673,-0.8681,-108.44,163.96,1.8909,2.1629,-8.2306
2,21.9900,swingup,6.00,2.0566,0.3627,-120.77,-128.97,-2.2355,0.6547,15.9739
1,22.0900,swingup,-6.00,-2.0829,-1.1710,-143.26,-175.03,-1.4176,-0.1742,18.0531
2,22.0900,swingup,6.00,2.1080,0.3242,-159.42,-71.33,1.0109,0.7611,-10.0984
1,22.1900,swingup,-6.00,-2.1241,-0.0639,175.67,-133.34,0.6485,-1.0425,-10.8943
2,22.1900,swingup,6.00,2.1034,-0.2350,167.81,-43.77,0.0800,2.8327,1.7613
1,22.2900,swingup,-6.00,-2.1760,-0.9513,144.25,-121.01,0.7987,-0.2692,-6.1058
2,22.2900,swingup,6.00,2.0963,0.0718,133.08,-36.03,0.7858,1.0777,-3.7940
1,22.3900,swingup,-6.00,-2.2857,-1.2257,115.02,-136.91,1.7782,1.7806,-3.3673
2,22.3900,swingup,6.00,2.0922,-0.2246,108.65,-22.91,3.0049,-2.9523,-3.1119
1,22.4900,swingup,-6.00,-2.4076,-0.9052,98.24,-167.58,-1.3187,1.0721,8.0173
2,22.4900,swingup,6.00,2.0830,0.0265,95.00,-2.66,-1.7307,-2.6490,0.0982
1,22.5900,swingup,-6.00,-2.4713,-0.4041,101.08,164.87,1.9082,1.5464,1.4352
2,22.5900,swingup,6.00,2.0845,-0.0236,89.03,19.30,-0.5053,-2.2726,-1.1185
1,22.6900,swingup,-6.00,-2.4877,0.4533,123.22,134.30,-0.6281,0.4391,6.7717
2,22.6900,swingup,6.00,2.0785,-0.0946,89.54,43.92,0.5453,-1.7056,-0.8589
1,22.7900,swingup,-6.00,-2.4164,0.9124,159.24,106.41,-0.2875,-2.8375,3.0695
2,22.7900,swingup,6.00,2.0688,-0.0851,95.46,72.97,1.4132,-0.7488,-1.0849
1,22.8900,swingup,-6.00,-2.3081,1.2343,-166.89,106.79,-0.4533,2.4916,2.4910
2,22.8900,swingup,6.00,2.0612,-0.1030,106.80,107.76,2.5850,0.0700,-5.7664
1,22.9900,swingup,-6.00,-2.1708,1.6762,-136.99,137.29,-1.8963,1.2565,10.9550
2,22.9900,swingup,6.00,2.0727,0.7144,130.28,142.66,-0.5551,-0.6173,4.0337
1,23.0900,swingup,-6.00,-2.0039,1.2091,-128.61,-169.69,-1.6654,-2.3803,5.5176
2,23.0900,swingup,6.00,2.1435,0.3149,170.01,168.52,0.7001,-2.3682,-9.3920
1,23.1900,swingup,-6.00,-1.9253,-0.2078,-154.77,-104.10,1.2237,-2.6486,-17.7044
2,23.1900,swingup,6.00,2.1605,0.2761,-154.16,-164.89,-0.5707,-0.7044,9.3438
1,23.2900,swingup,-6.00,-2.0266,-1.7866,176.58,-61.18,0.9759,-0.5102,-7.1193
2,23.2900,swingup,6.00,2.2207,0.9902,-125.56,-126.09,-1.8771,1.1276,10.4817
1,23.3900,swingup,-6.00,-2.2156,-1.7951,144.79,-39.16,0.8870,2.7223,1.2042
2,23.3900,swingup,6.00,2.3307,1.0574,-103.05,-86.11,-2.6889,0.0565,-1.7262
1,23.4900,swingup,-6.00,-2.3842,-1.5547,119.92,-21.54,2.9119,-2.6629,2.8173
2,23.4900,swingup,6.00,2.4102,0.4108,-85.32,-53.29,2.6583,-0.8626,-5.9919
1,23.5900,swingup,-6.00,-2.4884,-0.3343,106.99,-3.55,-1.3591,2.4692,10.8393
2,23.5900,swingup,6.00,2.4256,-0.1234,-72.64,-23.04,1.8873,-1.0296,-4.4876
1,23.6900,swingup,-6.00,-2.4835,0.4105,105.40,7.30,0.6143,1.5627,4.4765
2,23.6900,swingup,6.00,2.3954,-0.4882,-63.33,8.04,1.4829,-0.6504,-2.8942
1,23.7900,swingup,-6.00,-2.4302,0.5645,114.89,17.04,2.4461,2.1206,-3.1195
2,23.7900,swingup,6.00,2.3378,-0.6326,-54.63,42.64,1.6422,0.1572,-0.2957
1,23.8900,swingup,-6.00,-2.3856,0.7352,133.01,35.66,-2.2814,-2.4981,14.5147
2,23.8900,swingup,6.00,2.2797,-0.4457,-43.00,83.73,2.4443,1.6236,3.4860
1,23.9900,swingup,-6.00,-2.2602,1.6601,162.61,64.20,-0.6455,0.3199,3.3449
2,23.9900,swingup,6.00,2.2571,-0.2664,-24.15,137.06,-1.6595,-1.7380,-8.2775
1,24.0900,swingup,-6.00,-2.0659,2.5680,-169.53,116.05,-2.4409,-1.4185,20.7159
2,24.0900,swingup,6.00,2.2158,-0.5165,7.61,-156.23,-0.9630,-1.1972,-2.4509
1,24.1900,swingup,-6.00,-1.8006,1.7608,-174.23,-159.50,0.7195,-1.5057,-23.6128
2,24.1900,swingup,6.00,2.1475,-0.6665,30.20,-100.83,2.4743,1.8356,13.1279
1,24.2900,swingup,-6.00,-1.7763,-1.6957,162.39,-88.86,2.3575,-3.0196,-26.0465
2,24.2900,swingup,6.00,2.1199,0.0427,33.79,-65.45,-0.2518,-1.3766,4.1019
1,24.3900,swingup,-6.00,-2.0349,-3.2647,138.31,-41.98,2.0585,1.3101,-5.8393
2,24.3900,swingup,6.00,2.1360,0.2518,31.36,-43.42,-0.3318,3.0709,0.9322
1,24.4900,swingup,-6.00,-2.3695,-3.2088,115.19,1.90,2.2509,1.3842,7.6470
2,24.4900,swingup,6.00,2.1600,0.1811,32.60,-30.57,0.7987,1.6020,-1.5069
1,24.5900,swingup,-6.00,-2.6445,-2.0413,90.84,46.40,1.7953,1.7503,14.4767
2,24.5900,swingup,6.00,2.1680,-0.0618,42.42,-24.89,2.5018,0.6179,-2.6808
1,24.6900,swingup,-6.00,-2.7759,-0.4114,65.00,95.16,2.3369,2.1749,14.9972
2,24.6900,swingup,6.00,2.1449,-0.5015,62.77,-20.62,-1.8196,1.2300,-5.2881
1,24.7900,swingup,-6.00,-2.7678,0.3643,53.00,142.65,-0.1989,2.1643,6.6291
2,24.7900,swingup,6.00,2.0815,-0.6966,94.14,-5.97,-0.0392,-2.3687,-1.4161
1,24.8900,swingup,-6.00,-2.6984,0.8642,68.50,-159.46,-0.5945,-1.2001,2.0858
2,24.8900,swingup,6.00,2.0134,-0.7021,133.02,30.58,0.4949,2.3976,-2.6030
1,24.9900,swingup,-6.00,-2.5949,1.4338,120.78,-94.11,-1.1982,-2.3194,6.1090
2,24.9900,swingup,6.00,1.9625,0.2477,163.29,94.04,-2.3655,0.2329,26.5483
1,25.0900,swingup,-6.00,-2.4101,2.3159,-172.10,-69.06,-1.3048,-1.8167,9.4405
2,25.0900,swingup,6.00,2.0440,1.6214,165.74,-170.27,-0.0625,-0.4333,-4.6736
1,25.1900,swingup,-6.00,-2.1850,1.1967,-100.47,-125.49,0.3598,-1.4906,-4.9414
2,25.1900,swingup,6.00,2.1608,0.6020,-164.98,-98.24,1.6005,2.1435,-20.9695
1,25.2900,swingup,-6.00,-2.1133,0.4619,-55.12,-174.99,-0.6174,-0.4742,-5.6459
2,25.2900,swingup,6.00,2.1426,-0.7760,-121.37,-72.20,1.0999,1.7776,-1.3121
1,25.3900,swingup,-6.00,-2.1019,-0.3965,-29.97,142.25,-2.3830,-1.7887,-11.2572
2,25.3900,swingup,6.00,2.0541,-0.9030,-79.57,-76.98,0.8006,-2.3253,6.8108
1,25.4900,swingup,-6.00,-2.1711,-0.8634,-0.46,100.54,-0.1205,-0.7672,0.6027
2,25.4900,swingup,6.00,1.9740,-0.6845,-46.84,-86.96,-1.7330,-1.0518,1.7408
1,25.5900,swingup,-6.00,-2.2460,-0.5094,45.28,48.87,-2.3850,0.8011,-2.8142
2,25.5900,swingup,6.00,1.9097,-0.5935,-25.58,-92.12,-3.1057,-1.0058,1.1118
1,25.6900,swingup,-6.00,-2.2678,0.0003,94.32,-0.60,1.2257,0.6241,-1.7682
2,25.6900,swingup,6.00,1.8886,0.2532,-14.56,-99.59,0.9374,-1.7607,5.6679
1,25.7900,swingup,-6.00,-2.2697,0.2214,145.28,-12.07,-1.4783,1.4598,9.1303
2,25.7900,swingup,6.00,1.9325,0.5583,-13.87,-114.95,-0.4728,2.7767,-0.2649
1,25.8900,swingup,-6.00,-2.2327,0.2567,-144.53,4.89,-1.7218,0.7297,10.5663
2,25.8900,swingup,6.00,1.9818,0.3131,-20.79,-141.79,-1.8752,0.5385,-6.1248
1,25.9900,swingup,-6.00,-2.2205,-0.2560,-95.51,-17.42,1.2925,-0.2400,-0.9117
2,25.9900,swingup,6.00,1.9885,0.1814,-39.29,176.69,1.2440,-1.8532,7.5800
1,26.0900,swingup,-6.00,-2.2664,-0.9272,-45.37,-73.65,2.7655,1.7368,6.3447
2,26.0900,swingup,6.00,2.0182,0.1829,-79.50,130.31,-1.9905,-1.3862,-1.7878
1,26.1900,swingup,-6.00,-2.3526,-0.8548,-12.46,-118.79,-2.2317,-0.8802,-2.8493
2,26.1900,swingup,6.00,2.0302,0.3245,-129.93,101.63,-2.1635,-1.6025,15.1832
1,26.2900,swingup,-6.00,-2.4301,-0.3822,-1.14,-167.41,-0.3070,2.4940,3.2956
2,26.2900,swingup,6.00,2.1035,1.1702,-173.01,119.38,-1.1890,0.3442,11.4099
1,26.3900,swingup,-6.00,-2.4580,-0.0531,-3.52,136.14,0.5096,-2.0688,7.8847
2,26.3900,swingup,6.00,2.2977,2.7702,142.34,179.92,0.2978,-2.0999,-17.5731
1,26.4900,swingup,-6.00,-2.4228,0.8425,3.19,98.55,1.4066,0.8567,7.5630
2,26.4900,swingup,6.00,2.4764,0.4912,117.77,-146.74,2.3793,2.6571,-21.2947
1,26.5900,swingup,-6.00,-2.3119,1.3228,11.78,72.96,1.6093,2.5094,1.5891
