t,phase,target_x,x,x_dot,theta1_deg,theta2_deg,theta1_dot,theta2_dot,u
30.7900,lqr,5.00,5.0000,-0.0001,0.00,0.00,0.0000,0.0000,0.0000
30.8900,lqr,5.00,5.0000,-0.0001,0.00,0.00,0.0000,0.0000,0.0000
30.9900,lqr,5.00,5.0000,-0.0000,0.00,0.00,0.0000,0.0000,0.0000
31.0900,lqr,5.00,5.0000,-0.0000,0.00,0.00,0.0000,0.0000,0.0000
31.1900,lqr,5.00,5.0000,-0.0000,0.00,0.00,0.0000,0.0000,0.0000
31.2900,lqr,5.00,5.0000,-0.0000,0.00,0.00,0.0000,0.0000,0.0000
31.3900,lqr,5.00,5.0000,-0.0000,0.00,0.00,0.0000,0.0000,0.0000
31.4900,lqr,5.00,5.0000,-0.0000,0.00,0.00,-0.0000,0.0000,0.0000
31.5900,lqr,5.00,5.0000,-0.0000,0.00,0.00,-0.0000,-0.0000,0.0000
31.6900,lqr,5.00,5.0000,-0.0000,0.00,0.00,-0.0000,-0.0000,0.0000
31.7900,lqr,5.00,5.0000,-0.0000,0.00,0.00,-0.0000,-0.0000,0.0000
31.8900,lqr,5.00,5.0000,-0.0000,0.00,0.00,-0.0000,-0.0000,0.0000
31.9900,lqr,5.00,5.0000,-0.0000,0.00,0.00,-0.0000,-0.0000,0.0000
32.0900,lqr,5.00,5.0000,-0.0000,0.00,0.00,-0.0000,-0.0000,0.0000
32.1900,lqr,5.00,5.0000,-0.0000,0.00,0.00,-0.0000,-0.0000,0.0000
32.2900,lqr,5.00,5.0000,-0.0000,0.00,0.00,-0.0000,-0.0000,0.0000
32.3900,lqr,5.00,5.0000,-0.0000,0.00,0.00,-0.0000,-0.0000,0.0000
32.4900,lqr,5.00,5.0000,-0.0000,0.00,0.00,-0.0000,-0.0000,0.0000
32.5900,lqr,5.00,5.0000,-0.0000,0.00,0.00,-0.0000,-0.0000,0.0000
32.6900,lqr,5.00,5.0000,-0.0000,0.00,0.00,-0.0000,-0.0000,0.0000
32.7900,lqr,5.00,5.0000,-0.0000,0.00,0.00,-0.0000,-0.0000,0.0000
32.8900,lqr,5.00,5.0000,-0.0000,0.00,0.00,-0.0000,-0.0000,0.0000
32.9900,lqr,5.00,5.0000,-0.0000,0.00,0.00,-0.0000,-0.0000,0.0000
33.0900,lqr,5.00,5.0000,-0.0000,0.00,0.00,-0.0000,-0.0000,0.0000
33.1900,lqr,5.00,5.0000,-0.0000,0.00,0.00,-0.0000,-0.0000,0.0000
33.2900,lqr,5.00,5.0000,0.0000,0.00,0.00,-0.0000,-0.0000,0.0000
33.3900,lqr,5.00,5.0000,0.0000,0.00,0.00,-0.0000,-0.0000,0.0000
